k,n,el_str,total_coe,rep_coe,reference,order,composition,rep_linear,307,Unnamed: 9
31,9.0,9 181,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(7), \ {\sigma_{9}}{E ^{2}G_{1}} \equiv 0 \mod \sigma_9\omega_{16}\varepsilon_{32}",1.0,{\sigma_{9}}{E ^{2}G_{1}},0,,
31,9.0,9 93,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(7), \ {\sigma_{9}}{\widetilde{\varepsilon}_{16}} \equiv 0 \mod {\sigma_{9}}{\delta_{16}},{\sigma_{9}}{\bar{\sigma}{'}_{16}},\sigma_9^2\bar{\mu}_{23}",1.0,{\sigma_{9}}{\widetilde{\varepsilon}_{16}},0,,
31,16.0,36 25,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(8), \ {\eta^{*}_{16}}{\bar{\varepsilon}_{32}} = 0",1.0,{\eta^{*}_{16}}{\bar{\varepsilon}_{32}},0,,
31,10.0,25 34,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(8), \ {\bar{\varepsilon}_{10}}{\omega_{25}} = 0",1.0,{\bar{\varepsilon}_{10}}{\omega_{25}},0,,
31,17.0,34 25,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(8), \ {\omega_{17}}{\bar{\varepsilon}_{33}} = 0",1.0,{\omega_{17}}{\bar{\varepsilon}_{33}},0,,
31,17.0,113 25,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(8), \ {EB_{1}}{\bar{\varepsilon}_{33}} = 0",1.0,{EB_{1}}{\bar{\varepsilon}_{33}},0,,
31,12.0,106 51,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(8), \ {A_{1}}{\bar{\sigma}_{24}} = 0",1.0,{A_{1}}{\bar{\sigma}_{24}},0,,
31,11.0,122 51,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] Prop2.6(8), \ {C_{1}}{\bar{\sigma}_{23}} = 0",1.0,{C_{1}}{\bar{\sigma}_{23}},0,,
31,3.0,25 34,1.0,0 0 0 0 0 0 0 0 0 0 0 0,"[O3] (9.5), \ {\bar{\varepsilon}_{3}}{\omega_{18}} = 0",1.0,{\bar{\varepsilon}_{3}}{\omega_{18}},0,,
31,7.0,8 88,1.0,0 0 1 0 0 0 0 0 0 0 0 0,"[O3] (10.1), \ {\sigma'}{\delta_{14}} \equiv x{\bar{\nu}_{7}}{\nu_{15}}{\bar{\kappa}_{18}} \mod {\sigma'}{\bar{\mu}_{14}}{\sigma_{31}}, \ (x=0 \ or \ 1)",2.0,{\sigma'}{\delta_{14}},{\bar{\nu}_{7}}{\nu_{15}}{\bar{\kappa}_{18}},,
31,10.0,88 9,1.0,0 2 0 0 0 0 0 0 0 0 0 0,"[O3] (10.5), \ {\delta_{10}}{\sigma_{34}} = 2{\kappa^{*}_{10}}",2.0,{\delta_{10}}{\sigma_{34}},2{\kappa^{*}_{10}},,
31,14.0,187,1.0,0 0 2 0 0 0 0 0 0 0 0 0,"[O3] (10.16), \ {E\alpha_{3}^{V}} \equiv 2{\rho_{3,14}} \mod 2E\alpha_3^{V},2{\omega^{*}_{14}}",32.0,{E\alpha_{3}^{V}},"2{\rho_{3,14} }",,
32,,,,,,,,,,
